Food Name,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Phosphorus (mg),Iron (mg),Copper (mg),Zinc (mg),Chloride (mg),Manganese (mg),Selenium (µg),Iodine (µg),Retinol (µg),Carotene (µg),Retinol Equivalent (µg),Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg)
,WATER,TOTNIT,PROT,FAT,CHO,KCALS,KJ,STAR,OLIGO,TOTSUG,GLUC,GALACT,FRUCT,SUCR,MALT,LACT,ALCO,ENGFIB,AOACFIB,SATFAC,SATFOD,TOTn6PFAC,TOTn6PFOD,TOTn3PFAC,TOTn3PFOD,MONOFACc,MONOFODc,MONOFAC,MONOFOD,POLYFACc,POLYFODc,POLYFAC,POLYFOD,SATFACx6,SATFODx6,TOTBRFAC,TOTBRFOD,FACTRANS,FODTRANS,CHOL,NA,K,CA,MG,P,FE,CU,ZN,CL,MN,SE,I,RET,CAREQU,RETEQU,VITD,VITE,VITK1,THIA,RIBO,NIAC,TRYP60,NIACEQU,VITB6,VITB12,FOLT,PANTO,BIOT,VITC
,Water,Total nitrogen,Protein,Fat,Carbohydrate,kcal,kJ,Starch,Oligosaccharide,Total sugars,Glucose,Galactose,Fructose,Sucrose,Maltose,Lactose,Alcohol,Non-starch polysaccharide,AOAC fibre,Saturated fatty acids per 100g fatty acids,Saturated fatty acids per 100g food,Total n-6 polyunsaturated fatty acids per 100g fatty acid,Total n-6 polyunsaturated fatty acids per 100g food,Total n-3 polyunsaturated fatty acids per 100g fatty acid,Total n-3 polyunsaturated fatty acids per 100g food,cis-Monounsaturated fatty acids /100g FA,cis-Monounsaturated fatty acids /100g Food,Monounsaturated fatty acids per 100g fatty acids,Monounsaturated fatty acids per 100g food,cis-Polyunsaturated fatty acids /100g FA,cis-Polyunsaturated fatty acids /100g Food,Polyunsaturated fatty acids per 100g fatty acids,Polyunsaturated fatty acids per 100g food,Saturated fatty acids excluding branch per 100 g fatty acid,Saturated fatty acids excluding branch per 100 g food,Total branched chain per 100g fatty acid,Total branched chain per 100g food,Total Trans fatty acids per 100g fatty acids,Total Trans fatty acids per 100g food,Cholesterol,Sodium,Potassium,Calcium,Magnesium,Phosphorus,Iron,Copper,Zinc,Chloride,Manganese,Selenium,Iodine,Retinol,Carotene,Total retinol equivalent,Total Vitamin D,Total Vitamin E,Phylloquinone,Thiamin,Riboflavin,Niacin,Tryptophan divided by 60,Niacin equivalent,Vitamin B6,Vitamin B12,Folate,Pantothenate,Biotin,Vitamin C
"Apricots, dried",14.7,0.77,4.8,0.7,43.4,188,802,0.0,0,43.4,20.8,0,10.0,12.6,0.0,0.0,0,7.7,0,0,N,0,0,0,0,0,0,0,N,0,0,0,N,0,0,0,0,0,0,0.0,56,1880,92,65,120,4.10,0.40,0.7,35,0.40,7,N,0,645,105,0.0,N,0,0,0.20,3.0,0.6,3.6,0.17,0.0,14,0.70,N,0
"Apricots, dried, stewed with sugar",61.8,0.30,1.9,0.3,22.0,92,393,0.0,0,22.0,8.7,0,4.4,8.9,0.0,0.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21,740,36,25,47,1.60,0.16,0.3,13,0.20,3,N,0,255,43,0.0,N,0,0,0.06,0.9,0.2,1.1,0.05,0.0,1,0.21,N,0
"Apricots, dried, stewed without sugar",65.0,0.32,2.0,0.3,17.8,77,328,0.0,0,17.8,8.8,0,4.4,4.7,0.0,0.0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22,770,37,26,49,1.70,0.16,0.3,14,0.20,3,N,0,265,44,0.0,N,0,0,0.06,0.9,0.3,1.2,0.06,0.0,1,0.22,N,0
"Apricots, raw, flesh and skin",87.2,0.14,0.9,0.1,7.2,31,134,0.0,0,7.2,1.6,0,0.9,4.6,0.0,0.0,0.0,1.7,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.0,2,270,15,11,20,0.50,0.06,0.1,3,0.10,1,N,0,405,67,0.0,N,0,0.04,0.05,0.5,0.1,0.6,0.08,0.0,5,0.24,N,6
"Apricots, raw, flesh and skin, weighed with stones",80.2,0.13,0.8,0.1,6.6,29,123,0.0,0,6.6,1.5,0,0.8,4.2,0.0,0.0,0.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.0,2,250,14,10,18,0.50,0.05,0.1,3,0.10,1,N,0,375,63,0.0,N,0,0.04,0.05,0.5,0.1,0.6,0.07,0.0,5,0.22,N,5
"Apricots, ready-to-eat, semi-dried",39.6,0.35,2.2,0.5,39.4,161,686,0,0,39.4,25.1,0,10.4,3.9,0,0,0,6.3,5.3,33.68,0.13,31.31,0.13,30.96,0.12,5.42,0.02,5.53,0.02,62.34,0.25,62.34,0.25,33.64,0.13,0.04,0,0.11,0,0,9,1039,71,34,67,1.35,0.3,0.25,10,0.24,0,18,0,550,92,0,3.68,0,0.02,0.01,2.5,0.1,2.6,0.09,0,13,0.26,0.5,1
"Apricots, stewed with sugar",76.9,0.11,0.7,0.1,18.3,72,308,0.0,0,18.3,2.2,0,2.1,14.0,0.0,0.0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,190,12,7,7,0.80,0.05,0.1,2,0,1,N,0,105,17,0.0,N,0,0.02,0.03,0.5,0.1,0.6,0.05,0.0,0,0.15,N,4
"Apricots, stewed with sugar, weighed with stones",71.7,0.10,0.6,0.1,17.1,67,288,0.0,0,17.1,2.1,0,2.0,13.1,0.0,0.0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,180,11,7,7,0.70,0.05,0.1,2,0,1,N,0,98,16,0.0,N,0,0.02,0.03,0.5,0.1,0.6,0.05,0.0,0,0.14,N,4
"Apricots, stewed without sugar",88.3,0.12,0.7,0.1,6.2,27,115,0.0,0,6.2,1.6,0,1.0,3.5,0.0,0.0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,200,13,7,7,0.80,0.05,0.1,2,0.10,1,N,0,110,18,0.0,N,0,0.03,0.03,0.3,0.1,0.4,0.05,0.0,1,0.15,N,4
"Apricots, stewed without sugar, weighed with stones",82.1,0.11,0.7,0.1,5.8,25,108,0.0,0,5.8,1.5,0,0.9,3.3,0.0,0.0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,190,12,7,7,0.70,0.05,0.1,2,0.10,1,N,0,100,17,0.0,N,0,0.03,0.03,0.3,0.1,0.4,0.05,0.0,1,0.14,N,4
"Arrowhead, boiled in unsalted water",75.5,0.67,4.2,0.3,17.8,91,385,N,0,N,N,0.0,N,N,0.0,0.0,0,N,0,0,N,0,0,0,0,0,0,0,N,0,0,0,N,0,0,0,0,0,0,0.0,18,610,11,43,140,2.20,N,N,N,N,N,N,0,0,0,0.0,0,0,0.13,0.03,1.2,N,N,N,0.0,N,N,N,1
"Arrowhead, raw",70.6,0.80,5.0,0.3,21.5,107,448,N,0,N,N,0.0,N,N,0.0,0.0,0,N,0,0,N,0,0,0,0,0,0,0,N,0,0,0,N,0,0,0,0,0,0,0.0,22,730,13,51,170,2.60,N,N,N,N,N,N,0,0,0,0.0,0,0,0.16,0.04,1.4,N,N,N,0.0,N,N,N,5
Arrowroot,12.2,0.07,0.4,0.1,94.0,355,1515,94.0,0,0,0,0,0.0,0,0.0,0.0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,7,8,27,2.00,0.22,0,7,N,N,N,0,0,0,0.0,0,0,0,0,0,0.1,0.1,0,0.0,0,0,0,0
"Artichoke, globe, base of leaves and heart, boiled in unsalted water",84.4,0.47,2.9,0.2,2.7,18,78,0,0,1.3,0.8,0.0,0.4,0.1,0.0,0.0,0,N,0,0,0.10,0,0,0,0,0,0,0,0,0,0,0,0.10,0,0,0,0,0,0,0.0,15,330,44,27,40,0.50,0.09,0.5,84,0.30,0,N,0,90,15,0.0,0.19,0,0,0.02,1.0,0.5,1.5,0.02,0.0,50,0.34,4.1,1
"Artichoke, globe, boiled, weighed as served",36.3,0.20,1.2,0.1,1.2,8,34,0,0,0.6,0.3,0.0,0.2,0,0.0,0.0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,140,19,12,17,0.20,0.04,0.2,36,0.10,0,N,0,39,6,0.0,0.08,0,0,0.01,0.4,0.2,0.6,0.01,0.0,21,0.15,1.8,0
"Artichoke, globe, raw",85.2,0.45,2.8,0.2,2.7,18,77,0,0,1.3,0.8,0.0,0.4,0.1,0.0,0.0,0,N,0,0,0.10,0,0,0,0,0,0,0,0,0,0,0,0.10,0,0,0,0,0,0,0.0,27,360,41,22,38,0.70,0.09,0.5,N,0.30,0,N,0,90,15,0.0,0.19,0,0.06,0.05,1.3,0.5,1.8,0.03,0.0,68,0.34,4.1,2
"Artichoke, Jerusalem, boiled in unsalted water, flesh only",80.2,0.25,1.6,0.1,10.6,41,207,0,0,1.6,0.1,0.0,0.2,1.3,0.0,0.0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,420,30,11,33,0.40,0.12,0.1,58,N,N,N,0,20,3,0.0,0.20,0,0.10,0,0.9,0.4,1.3,N,0.0,N,N,N,2
Asafoetida,16.0,0.64,4.0,1.1,N,N,N,N,0,N,N,0.0,N,N,0.0,0.0,0,N,0,0,N,0,0,0,0,0,0,0,N,0,0,0,N,0,0,0,0,0,0,0.0,N,N,690,N,50,22.20,N,N,N,N,N,N,0,4,1,0.0,N,0,0,0.04,0.3,N,N,N,0.0,N,N,N,0
"Asparagus, grilled",90.9,0.56,3.5,0.4,2,25.1,106.3,0,0,2,0.5,0,1.1,0.4,0,0,0,1.7,1.6,0,0.06,0,0,0,0,0,0,0,0.12,0,0,0,0.18,0,0,0,0,0,0,0,3,339,27,15,78,0.6,0.14,0.61,85,0.16,11,0,0,232,39,0,1.74,0,0.11,0.17,1.8,0.6,2.4,0.18,0,122,0.38,0.3,10
"Asparagus, raw",91.4,0.47,2.9,0.6,2.0,25,103,0.1,0,1.9,0.7,0.0,1.1,0.1,0.0,0.0,0.0,1.7,N,0,0.10,0,0,0,0,0,0,0,0.10,0,0,0,0.20,0,0,0,0,0,0.00,0.0,1,260,27,13,72,0.70,0.08,0.7,60,0.20,1,0,0,315,53,0.0,1.16,0,0.16,0.06,1.0,0.5,1.5,0.09,0.0,175,0.17,0.4,12
"Asparagus, roasted in rapeseed oil",89.8,0.56,3.5,1.5,2,35,147,0,0,2,0.5,0,1.1,0.4,0,0,0,1.7,1.6,0,0.12,0,0,0,0,0,0,0,0.75,0,0,0,0.47,0,0,0,0,0,0,0,4,342,28,15,79,0.6,0.14,0.6,86,0.16,11,0,0,234,39,0,1.69,0,0.11,0.17,1.8,0.7,2.5,0.18,0,123,0.39,0.3,10
"Asparagus, steamed",92.4,0.46,2.9,0.4,1.6,21,90,0,0,1.6,0.4,0,0.9,0.3,0,0,0,1.4,1.3,0,0.05,0,0,0,0,0,0,0,0.1,0,0,0,0.15,0,0,0,0,0,0,0,3,283,23,12,66,0.5,0.12,0.5,71,0.13,9,0,0,194,32,0,1.45,0,0.09,0.14,1.5,0.5,2,0.15,0,102,0.32,0.3,8
"Aubergine, flesh and skin, boiled in unsalted water",95.2,0.12,0.7,0.5,1.8,14,59,0.2,0,1.6,0.7,0,0.6,0.3,0,0,0,2,1.8,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1,136,8,9,20,0.17,0.03,0.08,9,0.15,0,1,0,33,6,0,0.02,0,0.01,0.01,0.1,0.2,0.3,0.03,0,7,0.04,0.4,1
"Aubergine, flesh and skin, roasted in rapeseed oil",83.9,0.34,2.1,3.8,5.2,62,260,0.6,0,4.6,2,0,1.7,0.9,0,0,0,5.7,5.1,0,0.35,0,0,0,0,0,0,0,1.96,0,0,0,1.22,0,0,0,0,0,0,0,2,389,24,27,57,0.49,0.09,0.2,26,0.43,0,3,0,94,16,0,0.75,0,0.03,0.03,0.3,0.6,0.9,0.09,0,20,0.11,1,3
"Aubergine, fried in butter",59.5,0.19,1.2,31.9,2.8,302,1262,0.2,0,2.6,1.4,0.0,1.1,0.1,0.0,0.0,0,2.3,0,0,21.10,0,0,0,0,0,0,0,7.70,0,0,0,1.00,0,0,0,0,0,0,73.0,2,170,8,8,25,0.50,0.03,0.1,16,0.20,1,1,0,125,21,0.0,5.50,0,0.00,0,0,0.2,0.2,0.07,0.0,5,0.07,N,1
"Aubergine, fried in corn oil",59.5,0.19,1.2,31.9,2.8,302,1246,0.2,0,2.6,1.4,0.0,1.1,0.1,0.0,0.0,0.0,2.3,N,0,4.10,0,0,0,0,0,0,0,7.90,0,0,0,18.50,0,0,0,0,0,N,0.0,2,170,8,8,25,0.50,0.03,0.1,16,0.20,1,1,0,125,21,0.0,5.50,10.30,0,0,0,0.2,0.2,0.07,0.0,5,0.07,N,1
"Aubergine, fried in rapeseed oil",59.5,0.19,1.2,31.9,2.8,302,1262,0.2,0,2.6,1.4,0.0,1.1,0.1,0.0,0.0,0.0,2.3,N,0,2.18,0,0,0,0,0,0,0,16.68,0,0,0,9.43,0,0,0,0,0,0,0.0,2,170,8,8,25,0.50,0.03,0.1,16,0.20,1,1,0,125,21,0.0,7.03,0,0.00,0,0,0.2,0.2,0.07,0.0,5,0.07,N,1
"Aubergine, raw",92.9,0.14,0.9,0.4,2.2,15,64,0.2,0,2.0,1.1,0.0,0.8,0.1,0.0,0.0,0.0,2.0,N,0,0.10,0,0,0,0,0,0,0,0,0,0,0,0.20,0,0,0,0,0,0.00,0.0,2,210,10,11,16,0.30,0.01,0.2,14,0.10,1,1,0,70,12,0.0,0.03,6.10,0.02,0.01,0.1,0.2,0.3,0.08,0.0,18,0.08,N,4
"Aubergine, stuffed with lentils and vegetables",85.5,0.34,2.0,4.6,3.9,64,267,2.1,0.1,1.7,0.8,0.0,0.7,0.1,0.0,0.0,0,1.9,0,0,0.50,0,0,0,0,0,0,0,1.60,0,0,0,2.20,0,0,0,0,0,0,0.0,79,240,12,12,38,0.80,0.11,0.3,31,0.20,7,N,0,125,21,0.0,1.21,0,0.04,0.03,0.5,0.3,0.8,0.09,0.0,10,N,N,3
"Aubergine, stuffed with rice",77.3,0.30,1.9,2.1,15.9,86,364,9.8,0,6.0,3.0,0,2.7,0.2,0.0,0.0,0.0,2.1,N,0,0.22,0,0,0,0,0,0,0,1.01,0,0,0,0.70,0,0,0,0,0,0,0.0,7,280,21,15,33,0.58,0.06,0.3,53,0.19,3,1,0,143,24,0.0,0.50,0,0.04,0.01,0.4,0.4,0.8,0.09,0.0,12,0.12,N,5
"Aubergine, stuffed with vegetables, cheese topping",75.3,0.84,5.0,9.7,3.6,119,496,0.2,0,3.2,1.5,0,1.4,0.3,0.0,0.0,0,2.2,N,0,3.48,0,0,0,0,0,0,0,3.90,0,0,0,1.61,0,0,0,0,0,0.21,13.9,109,396,125,21,119,0.60,0.11,0.9,217,0.17,5,6,52,273,98,0.0,1.24,0,0.07,0.12,0.9,1.3,2.2,0.13,0.3,34,0.73,N,7
"Avocado, Fuerte, flesh only",73.1,0.34,2.1,19.3,1.9,189,780,0,0,0.5,0.3,0,0.1,0.1,0.0,0.0,0,3.4,0,0,3.50,0,0,0,0,0,0,0,12.90,0,0,0,1.80,0,0,0,0,0,0,0.0,9,430,11,25,43,0.40,0.35,0.6,9,0.20,0,2,0,16,3,0.0,3.20,0,0.12,0.19,1.0,0.4,1.4,0.34,0.0,13,1.10,3.6,5
"Avocado, Fuerte, flesh only, weighed with skin and stone",51.9,0.24,1.5,13.7,1.3,134,553,0,0,0.4,0.2,0,0.1,0.1,0.0,0.0,0,2.4,0,0,2.50,0,0,0,0,0,0,0,9.20,0,0,0,1.30,0,0,0,0,0,0,0.0,6,310,8,18,31,0.30,0.25,0.4,6,0.10,0,1,0,11,2,0.0,2.27,0,0.09,0.13,0.7,0.3,1,0.24,0.0,9,0.78,2.6,3
"Avocado, Hass, flesh only",71.5,0.29,1.8,17.4,1.8,171,703,0,1.4,0.4,0.2,0,0.2,0,0,0,0,3.4,3.1,0,4.15,0,0,0,0,0,0,0,9.98,0,0,0,2.3,0,0,0,0,0,0,0,7,583,19,27,57,0.51,0.25,0.6,17,0.28,0,1,0,16,3,0,2.19,0,0.09,0.09,2.1,0.4,2.5,0.3,0,31,1.34,2.4,1
"Avocado, Hass, flesh only, weighed with skin and stone",49.3,0.2,1.3,12,1.3,118,486,0,1,0.3,0.1,0,0.1,0,0,0,0,2.3,2.1,0,2.86,0,0,0,0,0,0,0,6.89,0,0,0,1.59,0,0,0,0,0,0,0,5,402,13,19,39,0.35,0.17,0.38,12,0.19,0,0,0,11,2,0,1.51,0,0.06,0.06,1.45,0.26,1.8,0.21,0,21.6,0.92,1.6,0.8
"Ayr, raw",78.1,2.54,15.9,1.3,0.0,75,318,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,N,0,0,0,0,0,0,0,N,0,0,0,N,0,0,0,0,0,0,N,N,N,380,N,180,0.70,0.06,N,N,N,N,N,0,0,0,0,N,0,N,N,0.5,3.0,3.5,N,N,N,N,N,0
"Babaco, flesh only",93.9,0.18,1.1,0.1,3.1,17,72,0.0,0,3.1,1.3,0,1.1,0.7,0.0,0.0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,140,11,6,14,0.40,N,0.1,N,N,N,N,0,175,29,0.0,N,0,0.03,0.04,0.7,N,N,N,0.0,N,N,N,26
"Bacha, raw",68.8,2.90,18.1,5.6,0.0,123,515,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,N,0,0,0,0,0,0,0,N,0,0,0,N,0,0,0,0,0,0,N,N,N,520,N,180,0.70,0.11,N,N,N,N,N,N,0,N,N,N,0,N,N,0.6,3.4,4,N,N,N,N,N,0
"Bacon loin steaks, lean, grilled",60.6,4.62,28.9,4.3,1.1,158,668,0.0,0,1.1,N,0.0,N,N,0.0,0.0,0.0,0.0,0,0,1.55,0,0,0,0,0,0,0,1.82,0,0,0,0.62,0,0,0,0,0,0.02,31.0,990,370,6,23,220,0.60,0.07,1.9,1690,0.01,13,8,0,0,0,0.3,0.04,0,1.19,0.13,7.8,4.8,12.6,0.58,1.0,3,1.35,5.0,0
"Bacon rashers, back, dry-cured, grilled",50.7,4.54,28.4,15.9,0.0,257,1071,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.00,0,0,0,0,0,0,0,6.70,0,0,0,2.10,0,0,0,0,0,0,57.0,1730,400,9,26,240,0.80,0.08,2.4,2240,0.01,14,9,0,0,0,0.8,0.08,0,1.09,0.19,8.5,3.5,12.0,0.56,1.0,3,1.48,6.0,0
"Bacon rashers, back, dry-fried",49.7,3.87,24.2,22.0,0.0,295,1225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.30,0,0,0,0,0,0,0,9.20,0,0,0,2.80,0,0,0,0,0,0.10,65.0,1410,360,6,21,180,0.60,0.06,1.9,2600,0.01,18,7,0,0,0,0.6,0.07,0,0.86,0.14,6.8,4.4,11.2,0.53,1.0,2,1.26,5.0,0
"Bacon rashers, back, fat trimmed, grilled",56.2,4.11,25.7,12.3,0.0,214,892,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.60,0,0,0,0,0,0,0,5.20,0,0,0,1.60,0,0,0,0,0,0.10,44.0,1430,360,8,23,210,0.70,0.07,2.2,1850,0.01,13,8,0,0,0,0.7,0.07,0,0.98,0.17,7.7,4.7,12.4,0.50,1.0,3,1.34,5.0,0
"Bacon rashers, back, fat trimmed, raw",69.5,3.01,18.8,6.7,0.0,136,568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.50,0,0,0,0,0,0,0,2.80,0,0,0,0.90,0,0,0,0,0,0,31.0,1000,250,6,16,150,0.50,0.05,1.5,1290,0.01,9,6,0,0,0,0.5,0.05,0,0.68,0.12,5.4,3.3,8.7,0.35,1.0,2,0.93,4.0,0
"Bacon rashers, back, grilled",50.4,3.71,23.2,21.6,0.0,287,1194,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.10,12.29,2.41,1.59,0.31,45.11,8.85,0,9.00,13.84,2.71,0,2.80,40.34,7.91,0.20,0.04,0.04,0.01,75.0,1390,340,7,21,180,0.60,0.05,1.7,2060,0.01,12,7,0,0,0,0.6,0.07,0,1.16,0.15,7.2,3.8,11,0.52,1.0,5,1.24,3.0,0
"Bacon rashers, back, grilled crispy",37.8,5.76,36.0,18.8,0.0,313,1308,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.10,0,0,0,0,0,0,0,7.90,0,0,0,2.40,0,0,0,0,0,0.10,68.0,2000,510,10,32,300,1.10,0.10,3.1,2600,0.01,18,11,0,0,0,1.0,0.10,0,1.38,0.24,10.8,6.6,17.4,0.71,1.0,4,1.34,5.0,0
"Bacon rashers, back, microwaved",45.5,3.87,24.2,23.3,0.0,307,1274,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.80,0,0,0,0,0,0,0,9.80,0,0,0,3.00,0,0,0,0,0,0.10,84.0,1730,360,8,23,200,0.70,0.06,2.0,1750,0.01,12,7,0,0,0,0.6,0.07,0,1.10,0.16,7.9,4.4,12.3,0.55,1.0,2,1.26,5.0,0
"Bacon rashers, back, raw",63.9,2.64,16.5,16.5,0.0,215,891,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.14,6.20,12.99,2.00,1.57,0.24,44.54,6.86,0,6.90,14.52,2.24,0,2.20,40.00,6.16,0.14,0.02,0.52,0.10,53.0,1140,300,5,17,150,0.40,0.06,1.2,1740,0.01,8,5,0,0,0,0.3,0.02,0,0.63,0.11,5.6,2.6,8.2,0.46,0,3,1.00,2.0,1
"Bacon rashers, back, reduced salt, grilled",51.6,3.86,24.1,20.6,0.0,282,1172,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.80,0,0,0,0,0,0,0,8.70,0,0,0,2.70,0,0,0,0,0,0.10,74.0,1130,340,7,22,200,0.70,0.09,2.1,1500,0.01,12,7,0,0,0,0.6,0.07,0,0.92,0.16,7.2,4.4,11.6,0.47,1.0,2,1.25,5.0,0
"Bacon rashers, back, smoked, grilled",50.5,3.74,23.4,22.1,0.0,293,1216,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.30,0,0,0,0,0,0,0,9.30,0,0,0,2.90,0,0,0,0,0,0.10,80.0,1390,330,7,21,190,0.70,0.06,2.2,2060,0.01,12,7,0,0,0,0.6,0.07,0,0.90,0.16,7.0,4.3,11.3,0.46,1.0,2,1.22,5.0,0
"Bacon rashers, back, sweetcure, grilled",52.8,3.81,23.8,17.4,1.6,258,1074,0.0,0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.60,0,0,0,0,0,0,0,7.30,0,0,0,2.20,0,0,0,0,0,0.10,63.0,1390,340,7,21,200,0.80,0.09,2.4,2060,0.01,12,7,0,0,0,0.6,0.07,0,0.91,0.16,7.1,4.4,11.5,0.47,1.0,3,1.24,5.0,0
"Bacon rashers, back, 'tendersweet', grilled",55.4,4.22,26.4,11.9,0,213,889,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,4.50,0,0,0,0,0,0,0,5.00,0,0,0,1.50,0,0,0,0,0,0,43.0,1390,370,8,24,220,0.80,0.09,2.4,2060,0.01,12,7,0,0,0,0.6,0.08,0,1.01,0.18,7.9,4.8,12.7,0.51,1.0,3,1.37,5.0,0
"Bacon rashers, middle, fried in corn oil",43.6,3.74,23.4,28.5,0.0,350,1452,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.80,16.12,4.40,1.96,0.53,44.11,12.03,0,11.90,18.04,4.48,0,4.80,36.52,9.96,0.17,0.05,0.47,0.13,84.0,1390,350,10,20,210,0.70,0.07,2.3,2060,0.01,12,7,0,0,0,0.6,N,0,0.64,0.14,7.3,4.3,11.6,0.46,1.0,6,1.22,5.0,0
"Bacon rashers, middle, grilled",47.8,3.97,24.8,23.1,0.0,307,1276,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.40,12.34,2.59,1.81,0.38,45.44,9.55,0,10.00,14.10,2.96,0,3.00,38.78,8.15,0.20,0.04,0.69,0.14,83.0,1390,350,8,21,220,0.70,0.07,2.2,2060,0.01,11,8,0,0,0,0.6,0.13,0,0.77,0.17,7.5,5.1,12.6,0.42,1.0,3,1.27,6.0,0
"Bacon rashers, middle, raw",59.9,2.43,15.2,20.0,0.0,241,998,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.30,12.28,2.23,1.43,0.26,45.31,8.23,0,8.60,13.59,2.27,0,2.50,39.31,7.14,0.21,0.04,0.76,0.14,58.0,1050,260,6,16,160,0.40,0.08,1.5,1110,0.01,7,6,0,0,0,0.5,0.07,0,0.58,0.11,4.9,2.5,7.4,0.41,1.0,5,0.99,3.0,0
"Bacon rashers, streaky, fried in corn oil",45.1,3.81,23.8,26.6,0.0,335,1389,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.10,0,0,0,0,0,0,0,11.10,0,0,0,4.50,0,0,0,0,0,0.10,78.0,1680,350,7,21,200,0.70,0.07,2.1,2630,0.01,10,7,0,0,0,0.6,N,0,0.75,0.14,7.1,4.4,11.5,0.47,1.0,1,1.24,5.0,0
