name,display_name,emoji,recommend,water_g,nitrogen_g,protein_g,fat_g,carbohydrate_g,energy_kcal,energy_kJ,starch_g,oligosaccharide_g,sugar_g,glucose_g,galactose_g,fructose_g,sucrose_g,maltose_g,lactose_g,alcohol_g,non_starch_polysaccharide_g,fibre_g,saturated_fat_g,n_6_polyunsaturated_fat_g,n_3_polyunsaturated_fat_g,cis_monounsaturated_g,monounsaturated_fat_g,cis_polyunsaturated_fat_g,polyunsaturated_fat_g,branched_chain_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,potassium_mg,calcium_mg,magnesium_mg,phosphorus_mg,iron_mg,copper_mg,zinc_mg,chloride_mg,manganese_mg,selenium_ug,iodine_ug,retinol_ug,carotene_ug,retinol_equivalent_ug,vitamin_d_ug,vitamin_e_mg,vitamin_k1_ug,thiamin_mg,riboflavin_mg,niacin_mg,tryptophan_over_60_mg,niacin_equivalent_mg,vitamin_b6_mg,vitamin_b12_ug,folate_ug,pantothenate_mg,biotin_ug,vitamin_c_mg
unit,,,,g,g,g,g,g,kcal,kJ,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,ug,ug,ug,ug,ug,ug,mg,ug,mg,mg,mg,mg,mg,mg,ug,ug,mg,ug,mg
code,,,,WATER,TOTNIT,PROT,FAT,CHO,KCALS,KJ,STAR,OLIGO,TOTSUG,GLUC,GALACT,FRUCT,SUCR,MALT,LACT,ALCO,ENGFIB,AOACFIB,SATFOD,TOTn6PFOD,TOTn3PFOD,MONOFODc,MONOFOD,POLYFODc,POLYFOD,TOTBRFOD,FODTRANS,CHOL,NA,K,CA,MG,P,FE,CU,ZN,CL,MN,SE,I,RET,CAREQU,RETEQU,VITD,VITE,VITK1,THIA,RIBO,NIAC,TRYP60,NIACEQU,VITB6,VITB12,FOLT,PANTO,BIOT,VITC
detail,,,,Water,Total nitrogen,Protein,Fat,Carbohydrate,Energy (kcal),Energy (kJ),Starch,Oligosaccharide,Sugars,Glucose,Galactose,Fructose,Sucrose,Maltose,Lactose,Alcohol,Non-starch polysaccharide,AOAC fibre,Saturated fatty acids,Total n-6 polyunsaturated fatty acids,Total n-3 polyunsaturated fatty acids,cis-Monounsaturated fatty acids,Monounsaturated fatty acids,cis-Polyunsaturated fatty acids,Polyunsaturated fatty acids,Total branched chain,Total Trans fatty acids,Cholesterol,Sodium,Potassium,Calcium,Magnesium,Phosphorus,Iron,Copper,Zinc,Chloride,Manganese,Selenium,Iodine,Retinol,Carotene,Total retinol equivalent,Vitamin D,Vitamin E,Phylloquinone,Thiamin,Riboflavin,Niacin,Tryptophan divided by 60,Niacin equivalent,Vitamin B6,Vitamin B12,Folate,Pantothenate,Biotin,Vitamin C
"Lentil pie, homemade",Homemade Lentil Pie,🥧,TRUE,55.4,1.14,6.9,4.3,29.1,175,740,24.1,0,4.2,0.8,0,0.8,1.9,0.7,0,0,N,N,0.28,0,0,0,2.09,0,1.18,0,0,0,84,275,48,28,104,2.31,0.22,0.9,184,N,N,N,0,N,N,0,N,0,0.22,0.06,0.9,1.2,2.1,0.16,0,27,N,N,6
"Lentil roast, homemade",Homemade Lentil Roast,🍛,TRUE,61.8,1.25,7.7,3,21.9,139,588,18.6,0.7,2.5,N,0,N,N,N,0,0,3.4,0,0.4,0,0,0,0.9,0,1.3,0,0,0,280,280,33,37,130,2.7,0.23,1.2,210,N,21,N,0,740,123,0,0.64,0,0.14,0.05,1.1,1.2,2.3,0.16,0,13,N,N,2
"Lentils, green and brown, whole, dried, boiled in unsalted water",Boiled Green and Brown Lentils,🫘,TRUE,71.3,1.24,7.8,0.7,14.5,92,391,14.3,0,0.2,0,0,0,0.2,0,0,0,3.8,7.4,0.1,0,0,0,0.1,0,0.3,0,0,0,0,202,21,25,102,2.11,0.21,0.79,14,0.46,18,1,0,0,0,0,0.61,0,0.1,0.04,1.8,0.9,2.7,0.19,0,152,0.33,0.4,0
"Lentils, green and brown, whole, dried, raw",Raw Green and Brown Lentils,🫘,TRUE,10.8,3.9,24.3,1.9,48.8,297,1264,44.5,0,1.2,0,0,0.1,1.1,0,0,0,8.9,0,0.2,0,0,0,0.3,0,0.8,0,0,0,12,940,71,110,350,11.1,1.02,3.9,87,1.4,105,N,0,N,N,0,N,0,0.41,0.27,2.2,3.3,5.5,0.93,0,110,N,N,0
"Lentils, red, split, dried, boiled in unsalted water",Boiled Red Lentils,🫘,TRUE,72.3,1.3,8.1,0.7,16.9,102,434,16.5,0,0.4,0,0,0,0.4,0,0,0,1.9,6.3,0,0,0,0,0.18,0,0.35,0,0,0,0,220,10,18,107,2.14,0.22,1.02,18,0.41,10,2,0,20,3,0,0.34,0,0.13,0.04,0.7,0.9,1.6,0.07,0,36,0.33,0.9,0
"Lentils, red, split, dried, raw",Raw Red Lentils,🫘,TRUE,9.7,4.1,25.6,1.8,51.2,311,1321,49.9,0,1.3,0,0,0,1.3,0,0,0,4.9,17.4,0.28,0,0,0,0.28,0,0.69,0,0,0,0,717,33,59,349,7,0.72,3.3,59,1.34,34,6,0,60,10,0,1.11,0,0.57,0.16,3,2.9,5.9,0.32,0,164,1.29,2.8,0
"Lettuce, average, raw",Fresh Lettuce,🥬,TRUE,96.1,0.19,1.2,0.1,1.4,11,48,0,0,1.4,0.6,0,0.8,0,0,0,0,1.3,1.5,0.03,0,0,0,0,0,0.08,0,0,0,9,222,24,9,22,0.13,0.03,0.2,78,0.14,0,1,0,60,10,0,0.64,129,0.14,0.05,0.5,0.1,0.7,0.02,0,60,0.19,0.7,1
"Lime juice cordial, diluted",Diluted Lime Cordial,🍋,TRUE,94.1,0,0,0,6,22,96,0,0,6,2.3,0,2.2,1.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0.1,0.01,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lime juice cordial, undiluted",Lime Cordial,🍋,TRUE,70.5,0.01,0.1,0,29.8,112,479,0,0,29.8,11.5,0,11,5.9,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,49,9,4,5,0.3,0.07,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lime juice, fresh",Fresh Lime Juice,🍋,TRUE,90.2,0.06,0.4,0.1,1.6,9,36,0,0,1.6,0.6,0,0.6,0.4,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,1,110,9,6,7,0,0.03,0.1,3,0,N,N,0,6,1,0,N,0,0.02,0.01,0.1,0,0.1,0.04,0,N,0.14,N,38
"Limes, flesh only",Fresh Lime,🍋,TRUE,89.7,0.11,0.7,0.3,0.8,9,36,0,0,0.8,0.3,0,0.3,0.1,0,0,0,N,0,0.1,0,0,0,0,0,0.1,0,0,0,2,130,23,11,18,0.4,0.05,0.1,N,0,N,N,0,12,2,0,N,0,0.03,0.02,0.2,0.1,0.3,0.08,0,8,0.22,N,46
"Limes, flesh only, weighed with peel and pips",Fresh Lime,🍋,TRUE,66.4,0.08,0.5,0.2,0.6,6,25,0,0,0.6,0.2,0,0.2,0.1,0,0,0,N,0,0,0,0,0,0,0,0.1,0,0,0,1,96,17,8,13,0.3,0.04,0.1,N,0,N,N,0,9,1,0,N,0,0.02,0.01,0.1,0.1,0.2,0.06,0,6,0.16,N,34
"Liqueurs, high strength",High-Strength Liqueurs,🍶,TRUE,28,0,0,0,24.4,314,1313,0,0,24.4,2.6,0,2.3,17.1,2.4,0,31.8,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,4,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Liqueurs, low-medium strength",Low-Medium Strength Liqueurs,🍶,TRUE,47.4,0,0,0,32.8,262,1099,0,0,32.8,6.3,0,6.1,20.4,0,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,12,34,5,2,7,0.1,0.02,0,20,0.02,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liquorice allsorts,Liquorice Allsorts,🍚,TRUE,8.4,0.59,3.7,5.2,76.7,349,1483,9.4,0,62.4,5.9,0,2.5,51.1,2.9,0,0,2,N,3.6,0.15,0.02,1.2,1.2,0.2,0.2,0,0,0,57,600,170,76,44,7.3,0.34,0.5,N,1.14,N,N,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0
Liquorice powder,Liquorice Powder,🍚,TRUE,9.2,1.01,6.3,1.7,N,N,N,N,0,N,N,0,N,N,0,0,0,N,0,N,0,0,0,N,0,N,0,0,0,N,N,580,N,270,49.8,N,N,N,N,N,N,0,N,0,0,N,0,N,N,N,N,N,N,0,0,N,N,0
"Loganberries, raw",Fresh Loganberries,🫒,TRUE,85,0.17,1.1,0,3.4,17,73,0,0,3.4,1.9,0,1.3,0.2,0,0,0,2.5,0,N,0,0,0,N,0,N,0,0,0,3,260,35,25,24,1.4,0.14,0.3,16,0.9,0,N,0,6,1,0,0.48,0,0.03,0.05,0.5,0.2,0.7,0.06,0,33,0.24,1.9,35
"Loganberries, stewed with sugar",Stewed Loganberries with Sugar,🫒,TRUE,78.9,0.13,0.8,0,12.5,50,214,0,0,12.5,2,0,1.5,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,200,27,19,18,1.1,0.11,0.3,12,0.7,0,N,0,4,1,0,0.38,0,0.02,0.03,0.3,0.2,0.5,0.04,0,5,0.14,1.1,21
"Loganberries, stewed without sugar",Stewed Loganberries,🫒,TRUE,87.2,0.15,0.9,0,2.9,14,62,0,0,2.9,1.6,0,1.1,0.2,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,2,220,29,21,20,1.2,0.12,0.3,13,0.8,0,N,0,5,1,0,0.41,0,0.02,0.03,0.3,0.2,0.5,0.04,0,5,0.15,1.2,22
"Lollies, with real fruit juice",Fruit Juice Lollies,🍎,TRUE,77.8,0.02,0.1,0.3,18.6,73,310,0,0.8,17.8,1,0,0.9,15.9,0,0,0,0,0,N,0,0,0,N,0,N,0,N,N,11,28,5,2,3,0,0,0,114,0.01,0,0,0,0,0,0,0,0,0.04,N,N,N,N,0,0,N,N,N,7
"Longans, canned in syrup, drained",Canned Longans,🥫,TRUE,81.4,0.06,0.4,0.3,17.1,67,276,0.1,0,17,N,0,N,N,0,0,0,N,0,0.1,0,0,0,0.1,0,0.1,0,0,0,53,40,7,N,8,0.7,N,N,N,N,N,N,0,0,0,0,N,0,0,0.08,0.1,N,N,N,0,N,N,N,68
"Longans, canned in syrup, whole contents",Canned Longans in Syrup,🥫,TRUE,82.5,0.05,0.3,0.2,16.5,63,264,0.1,0,16.4,N,0,N,N,0,0,0,N,0,0,0,0,0,0.1,0,0.1,0,0,0,41,110,5,N,8,0.3,N,N,N,N,N,N,0,0,0,0,N,0,0,0.04,0.1,N,N,N,0,N,N,N,63
"Longans, flesh only, dried",Dried Longans,🍛,TRUE,17.6,0.78,4.9,0.4,72,286,1197,0.5,0,71.5,N,0,N,N,0,0,0,N,0,0.1,0,0,0,0.1,0,0.1,0,0,0,48,660,45,46,200,5.4,0.81,0.2,N,0.3,N,N,0,0,0,0,N,0,0.04,0.5,1,N,N,N,0,N,N,N,28
"Loquats, flesh only, raw",Fresh Loquats,🍛,TRUE,88.5,0.11,0.7,0.2,6.3,28,115,0,0,6.3,2.7,0,3,0.6,0,0,0,N,0,0,0,0,0,0.1,0,0.1,0,0,0,1,220,20,10,22,0.4,0.04,0.2,N,0.1,1,N,0,515,86,0,N,0,0.02,0.03,0.2,N,N,N,0,N,N,N,3
"Lotus tubers, raw",Raw Lotus Tubers,🍛,TRUE,85.1,0.34,2.1,0.1,11,51,216,5.5,0,5.5,N,0,N,N,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,29,400,27,16,71,1.2,N,N,N,N,N,N,0,0,0,0,N,0,0.1,0.1,0.3,0.2,0.5,N,0,N,N,N,35
Lucozade,Lucozade,🧃,TRUE,81.1,0,0,0,16,60,256,0,4.9,11.1,N,0,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,3,1,1,0,0,0,14,0,0,0,0,835,139,0,0,0,0,0,0,0,0,0,0,1,0,0,8
"Lychees, flesh only, raw, weighed with skin and stone",Fresh Lychees,🍛,TRUE,50.3,0.09,0.5,0.1,8.9,36,155,0,0,8.9,4.3,0,4.5,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1,99,4,6,19,0.3,0.09,0.2,2,0,N,N,0,0,0,0,N,0,0.02,0.04,0.3,0,0.3,N,0,N,N,N,28
"Lychees, raw, flesh only",Fresh Lychees,🍛,TRUE,81.1,0.14,0.9,0.1,14.3,58,248,0,0,14.3,7,0,7.3,0,0,0,0,0.7,N,0,0,0,0,0,0,0,0,0,0,1,160,6,9,30,0.5,0.15,0.3,3,0.1,N,N,0,0,0,0,N,0,0.04,0.06,0.5,0.1,0.6,N,0,N,N,N,45
"Macadamia nuts, salted",Salted Macadamia Nuts,🥜,TRUE,1.3,1.49,7.9,77.6,4.8,748,3082,0.8,0,4,0.1,0,0.1,3.8,0,0,0,5.3,N,11.2,0,0,0,60.8,0,1.6,0,0,0,400,300,47,100,200,1.6,0.43,1.1,560,5.5,7,N,0,0,0,0,1.49,0,0.28,0.06,1.6,1.7,3.3,0.28,0,N,0.61,6,0
"Macaroon, homemade",Homemade Macaroon,🍛,TRUE,6.6,1.81,9.9,17.8,64,442,1857,4.1,0,62,0,0,0,62,0,0,0,2.4,N,1.41,0,0,0,12.18,0,3.34,0,0,0,58,302,85,91,184,1.15,0.4,1.1,49,0.56,3,2,0,0,0,0,7.64,0,0.08,0.34,1.1,1.9,3,0.06,0.1,18,0.21,23.1,0
"Mace, ground",Ground Mace,🍛,TRUE,8.2,1.07,6.7,32.4,N,N,N,N,0,N,N,0,N,N,0,0,0,N,0,9.5,0,0,0,11.2,0,4.4,0,0,0,80,460,250,160,110,13.9,2.47,2.3,N,2.3,N,N,0,480,80,0,N,0,0.31,0.45,1.3,N,N,N,0,0,N,N,0
Maltesers and similar products,Maltesers,🍛,TRUE,1.8,1.19,7.6,23.3,63,476,1998,7.5,0,55.5,2.3,0,0,36.9,2.1,14.2,0,0.4,1.7,14.16,0.9,0.06,6.94,7.01,0.96,0.96,0.06,0.07,11.7,156,565,266,50,269,2.02,0.2,1,270,0.2,5,53,48,0,48,0,0.84,0,0.04,0.47,0.6,1.4,2,0.02,1.3,14,0.78,4.6,0
"Mammie apple, flesh only",Mammie Apple,🍎,TRUE,86.4,0.08,0.5,0.4,14.4,60,254,0,0,14.4,N,0,N,N,0,0,0,N,0,N,0,0,0,N,0,N,0,0,0,15,47,12,N,11,0.6,N,N,N,N,N,N,0,130,21,0,N,0,0.02,0.04,0.4,0.1,0.5,N,0,N,0.1,N,15
"Mandarin oranges, canned in juice, whole contents",Canned Mandarin Oranges,🍊,TRUE,89.6,0.11,0.7,0,7.7,32,135,0,0,7.7,2.8,0,3.1,1.8,0,0,0,0.3,N,0,0,0,0,0,0,0,0,0,0,6,85,17,9,13,0.5,0,0.1,2,0,0,0,0,95,16,0,0,0,0.08,0.01,0.2,0.1,0.3,0.03,0,12,0.15,0.8,20
"Mango, unripe, green flesh, raw",Green Mango,🍛,TRUE,84.3,0.09,0.5,0.2,11.2,46,195,5.6,0,5.6,3.5,0,2,0.1,0,0,0,2.9,0,0.1,0,0,0,0,0,0,0,0,0,25,110,13,21,14,0.7,0.24,N,2,N,N,N,0,88,15,0,0.29,0,0.03,0.03,0.3,0.1,0.4,N,0,N,N,N,90
"Mangoes, ripe, flesh only, raw",Ripe Mango,🍛,TRUE,86,0.11,0.7,0.6,10.7,48,205,0.3,0,10.4,1,0,3.4,6,0,0,0,2.6,1.1,0.15,0,0,0,0.22,0,0.11,0,0,0,4,150,15,9,13,0.12,0.06,0.1,27,0.11,0,N,0,696,116,0,0.96,0.52,0.05,0.03,0.9,0.1,1,0.07,0,24,0.19,0.6,26
"Mangoes, ripe, flesh only, raw, weighed with skin and stone",Fresh Mango,🍛,TRUE,54.2,0.07,0.4,0.4,6.7,30,128,0.2,0,6.5,0.6,0,2.1,3.8,0,0,0,1.6,0.7,0.09,0,0,0,0.14,0,0.07,0,0,0,2,95,9,5,8,0.08,0.04,0,17,0.07,0,N,0,438,73,0,0.61,0.33,0.03,0.02,0.6,0.1,0.7,0.04,0,15,0.12,0.4,16
"Mangosteen, flesh only",Fresh Mangosteen,🍛,TRUE,81,0.1,0.6,0.5,16.4,73,307,0.3,0,16.1,N,0,N,N,0,0,0,N,0,N,0,0,0,N,0,N,0,0,0,1,130,14,N,14,0.3,N,N,N,N,N,N,0,0,0,0,N,0,0.05,0.01,0.3,0.1,0.4,N,0,N,N,N,3
"Marjoram, dried",Dried Marjoram,🍛,TRUE,7.6,2.03,12.7,7,42.5,271,1136,N,0,N,N,0,N,N,0,0,0,N,0,N,0,0,0,N,0,N,0,0,0,77,1520,1990,350,310,82.7,1.13,3.6,N,5.4,N,N,0,4840,805,0,N,0,0.29,0.32,4.1,N,N,0,N,0,N,N,0
Marmalade,Marmalade,🍛,TRUE,28,0.01,0.1,0,69.5,261,1114,0,0,69.5,27.6,0,15,18.8,8,0,0,0.3,0.5,0,0,0,0,0,0,0,0,0,0,64,35,26,3,6,0.2,0.03,0.1,7,0.01,1,7,0,50,8,0,0,0,0,0,0,0,0,0,0,5,0,0,10
"Marrow, boiled in unsalted water",Boiled Marrow,🍛,TRUE,95.9,0.07,0.4,0.2,1.6,9,38,0.2,0,1.4,0.5,0,0.7,0.1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,110,14,7,18,0.1,0.01,0.2,14,N,N,N,0,110,18,0,0,2.4,0.08,0,0.2,0.1,0.3,0.01,0,15,0.07,0.4,3
"Marrow, parwal, raw",Raw Parwal Marrow,🍛,TRUE,91.9,0.26,1.6,0,2.1,14,61,1.3,0,0.8,N,0,N,N,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,4,230,26,20,5,0.5,0.12,0.3,27,0.1,N,N,0,180,30,0,0,0,0.06,0.08,0.8,0.3,1.1,N,0,29,N,N,18
"Marrow, raw",Raw Marrow,🍛,TRUE,95.6,0.08,0.5,0.2,2.2,12,51,0.1,0,2.1,0.8,0,1.1,0.2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,140,18,10,17,0.2,0.02,0.2,30,N,N,N,0,110,18,0,0,0,0.08,0,0.2,0.1,0.3,0.03,0,13,0.1,0.4,11
Mars bar and own brand equivalents,Mars Bar,🍛,TRUE,7.1,0.65,4.1,15.3,66.6,404,1703,3.3,0,63.3,7.8,0,0.3,38.7,7.8,8.7,0,0.8,1.5,7.31,0.77,0.04,6.35,6.4,0.81,0.81,0,0.05,9.7,174,269,118,35,125,1.66,0.18,0.6,346,0.22,1,N,33,15,35,0.1,2,4.8,0.17,0.2,0.4,1,1.4,0.03,0,5,0.54,1.5,0
Marshmallows,Marshmallows,🍛,TRUE,17.4,0.62,3.9,0,83.1,327,1396,4.5,14.1,64.5,12.1,0,0.7,41.5,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,4,2,4,0.3,0,0,36,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marzipan, homemade",Homemade Marzipan,🍛,TRUE,10.3,1.97,10.4,25.7,50.1,460,1928,1.5,0,48.7,0,0,0,48.6,0,0,0,3.3,N,2.17,0,0,0,17.36,0,4.79,0,0,26.1,22,368,114,123,260,1.63,0.49,1.6,22,0.76,2,5,9,0,9,0.2,10.83,0,0.1,0.37,1.4,1.8,3.2,0.08,0.2,25,0.3,30.1,1
"Marzipan, white and yellow, retail",Retail Marzipan,🍛,TRUE,8.1,1.02,5.3,12.7,67.6,389,1642,0,0,67.6,2.7,0,1.1,62.2,1.6,0,0,1.9,2.4,1.03,3.12,0.01,7.99,7.99,3.13,3.13,0,0,0,20,160,66,68,130,0.9,0.24,0.8,23,0.4,1,0,0,0,0,0,6.18,0,0.05,0.19,0.7,0.9,1.6,0.04,0,12,0.11,16,0
"Matoki, boiled in unsalted water",Boiled Matoki,🍛,TRUE,74.1,0.21,1.3,0.2,22.3,91,387,21.7,0,0.6,0,0,0,0.6,0,0,0,1.5,N,0.1,0,0,0,0,0,0.1,0,0,0,2,370,3,28,28,0.3,0.13,0.3,61,0.5,1,N,0,51,9,0,N,0,0.05,0.08,0.4,0.2,0.6,0.27,0,44,N,N,8
"Matoki, raw",Raw Matoki,🍛,TRUE,74.1,0.2,1.2,0.2,22.3,90,385,21.5,0,0.9,0.1,0,0.1,0.7,0,0,0,1.5,0,0.1,0,0,0,0,0,0.1,0,0,0,2,400,5,33,35,0.3,0.13,0.2,61,0.5,1,N,0,51,9,0,N,0,0.08,0.1,0.4,0.2,0.6,0.37,0,73,N,N,14
"Mayonnaise, homemade",Homemade Mayonnaise,🍛,TRUE,13.2,0.27,1.7,84.2,0.1,786,3232,0,0,0.1,0,0,0,0,0,0,0,0,0,12.2,0,0,0,61.14,0,7.01,0,0,44,19,28,8,3,24,0.6,0.02,0.2,23,0.03,3,18,16,N,N,0.4,4.4,0,0.06,0.07,0,0.6,0.6,0.04,0.3,6,0.6,6.2,1
"Mayonnaise, reduced fat",Light Mayonnaise,🍛,TRUE,59.5,0.16,1,28.1,8.2,288,1188,3.6,0,4.6,1.1,0,1,2.5,0,0,0,0,0,2.12,0,0,0,17.11,0,7.49,0,0.01,21.7,N,7,5,1,10,0.34,0,0.1,N,0,1,14,N,0,N,0,8.33,0,0,0.21,0,0.2,0.2,0.19,0.6,18,0.32,1.4,0
"Mayonnaise, standard, retail",Regular Mayonnaise,🍛,TRUE,19.3,0.17,1.1,74.8,2.4,686,2824,0,0,2.4,0.3,0,0.4,1.7,0,0,0,0,0,5.65,14.1,5.83,45.51,45.55,19.93,19.93,0.05,0.04,57.2,131,4,2,0,5,0.16,0,0.1,330,0,0,7,78,0,78,0,22.1,0,0,0.1,0,0.1,0.1,0.09,0.3,9,0.15,0.7,0
"Mchicha, homemade",Mchicha,🍛,TRUE,80.1,0.59,3.6,4.7,4,73,303,0.1,0,3,1.1,0,1,0.9,0,0,0,3.3,N,0.35,0,0,0,2.23,0,1.63,0,0,0,171,666,215,71,64,3.82,0.08,0.9,143,0.84,1,4,0,4087,681,0,2.86,0,0.09,0.09,1.3,0.9,1.3,0.18,0,69,0.4,0.5,17
"Medlars, flesh only",Medlar Fruit,🍎,TRUE,74.5,0.08,0.5,0,10.6,42,178,0,0,10.6,N,0,N,N,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,6,250,30,11,28,0.5,0.17,N,3,N,N,N,0,N,N,0,N,0,N,N,N,0.1,N,N,0,N,N,N,2
Melon seeds,Melon Seeds,🍈,TRUE,6.1,5.38,28.5,47.7,9.9,583,2418,N,0,N,N,0,N,N,0,0,0,N,0,12,0,0,0,8.3,0,26.2,0,0,0,99,650,71,510,690,7.6,2.39,4,N,2.3,N,N,0,0,0,0,N,0,0.17,0.15,2.1,9.7,11.8,N,0,58,N,N,0
"Melon, Canteloupe-type, flesh only",Cantaloupe Melon,🍈,TRUE,92.1,0.1,0.6,0.1,4.2,19,81,0,0,4.2,1.8,0,2.2,0.1,0,0,0,1,1.8,0,0,0,0,0,0,0,0,0,0,8,210,20,11,13,0.3,0,0.1,44,0,0,4,0,1765,294,0,0.1,0,0.04,0.02,0.6,0,0.6,0.11,0,5,0.13,N,26
"Melon, Canteloupe-type, flesh only, weighed whole",Cantaloupe Melon (whole),🍈,TRUE,54.3,0.06,0.4,0.1,2.5,12,51,0,0,2.5,1.1,0,1.3,0.1,0,0,0,0.6,1.1,0,0,0,0,0,0,0,0,0,0,5,120,12,6,8,0.2,0,0.1,26,0,0,2,0,1041,174,0,0.06,0,0.02,0.01,0.3,0,0.3,0.06,0,3,0.08,N,15
"Melon, Canteloupe-type, flesh only, weighed with skin",Cantaloupe Melon (with skin),🍈,TRUE,60.8,0.07,0.4,0.1,2.8,13,55,0,0,2.8,1.2,0,1.5,0.1,0,0,0,0.7,1.2,0,0,0,0,0,0,0,0,0,0,5,140,13,7,9,0.2,0,0.1,29,0,0,3,0,1165,194,0,0.1,0,0.03,0.01,0.4,0,0.4,0.07,0,3,0.09,N,17
"Melon, flesh only, average",Mixed Melon,🍈,TRUE,91.6,0.09,0.5,0.1,5.5,24,100,0,0,5.5,1.7,0,2.2,1.6,0,0,0,0.6,1.3,0,0,0,0,0,0,0.05,0,0,0,17,180,13,10,10,0.23,0.01,0.1,72,0.01,0,N,0,N,N,0,0.09,0,0.05,0.01,0.5,0,0.5,0.09,0,7,0.18,N,16
"Melon, flesh only, average, weighed whole",Mixed Melon (whole),🍈,TRUE,56.8,0.06,0.3,0.1,3.5,15,65,0,0,3.5,1.1,0,1.4,1,0,0,0,0.4,0.8,0,0,0,0,0,0,0.03,0,0,0,11,112,8,6,6,0.14,0.01,0.1,45,0.01,0,N,0,N,N,0,0.06,0,0.03,0.01,0.3,0,0.3,0.06,0,4,0.11,N,10
"Melon, flesh only, average, weighed with skin",Mixed Melon (with skin),🍈,TRUE,60.5,0.06,0.3,0.1,3.7,16,68,0,0,3.7,1.1,0,1.5,1.1,0,0,0,0.4,0.9,0,0,0,0,0,0,0.03,0,0,0,11,119,9,7,7,0.15,0.01,0.1,48,0.01,0,N,0,N,N,0,0.06,0,0.03,0.01,0.3,0,0.3,0.06,0,5,0.12,N,11
"Melon, Galia, flesh only",Galia Melon,🍈,TRUE,91.7,0.08,0.5,0.1,5.6,24,102,0,0,5.6,1.6,0,2,2,0,0,0,0.4,N,0,0,0,0,0,0,0,0,0,0,31,150,13,12,10,0.2,0,0.1,75,0,0,N,0,N,N,0,0.1,0,0.03,0.01,0.4,0,0.4,0.09,0,3,0.17,N,15
"Melon, Galia, flesh only, weighed whole",Galia Melon (whole),🍈,TRUE,58.7,0.05,0.3,0.1,3.6,16,66,0,0,3.6,1,0,1.3,1.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,20,96,8,8,6,0.1,0,0.1,48,0,0,N,0,N,N,0,0.06,0,0.02,0.01,0.3,0,0.3,0.06,0,2,0.11,N,10
"Melon, Galia, flesh only, weighed with skin",Galia Melon (with skin),🍈,TRUE,63.4,0.05,0.3,0.1,3.8,16,70,0,0,3.8,1.1,0,1.4,1.4,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,21,100,9,8,7,0.1,0,0.1,51,0,0,N,0,N,N,0,0.07,0,0.02,0.01,0.3,0,0.3,0.06,0,2,0.12,N,10
"Melon, watermelon, flesh only",Watermelon,🍉,TRUE,92.3,0.07,0.5,0.3,7.1,31,133,0,0,7.1,1.3,0,2.3,3.4,0,0,0,0.1,N,0.1,0,0,0,0.1,0,0.1,0,0,0,2,100,7,8,9,0.3,0.03,0.2,N,0,0,0,0,116,19,0,0.1,0.3,0.05,0.01,0.1,0,0.1,0.14,0,2,0.21,1,8
"Melon, watermelon, flesh only, weighed whole",Watermelon (whole),🍉,TRUE,52.6,0.04,0.3,0.2,4,18,77,0,0,4,0.7,0,1.3,1.9,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0,1,57,4,5,5,0.2,0.02,0.1,N,0,0,0,0,66,11,0,0.06,0.17,0.03,0.01,0.1,0,0.1,0.08,0,1,0.12,0.6,5
